codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
FIVN11,Shoppings,3.34,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65491905.42,6.96,0.48,0.0,0.0,0.0,0.0,56.0,0.0,1
BZLI11,Títulos e Val. Mob.,65.06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.55,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,65.08,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.84,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.25,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.45,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.41,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.57,3168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0
BZLI11,Títulos e Val. Mob.,64.97,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,1.14,433169275.63,10.54,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0
XTED11,Lajes Corporativas,8.82,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,-37.83,27744771.31,13.29,0.66,0.0,0.0,0.0,0.0,0.0,100.0,1
ALMI11,Lajes Corporativas,930.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2.27,-28.29,250321687.81,2251.56,0.41,0.0,0.0,0.0,0.0,64.05,0.0,1
PABY11,Híbrido,23.14,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.84,-19.84,-31.62,-11662557.74,-15.38,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,1
ORPD11,Títulos e Val. Mob.,11.0,50.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43104334.23,148.64,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0
GSFI11,Shoppings,5.01,5979.0,0.0,0.03,0.03,0.03,0.03,0.01,0.0,0.0,0.03,0.0,0.03,0.03,119966356.27,13.56,0.37,0.0,0.0,0.0,0.0,10.3,0.0,10
NEWU11,Lajes Corporativas,40.35,78.0,0.0,0.0,0.0,0.56,16.63,0.0,0.09,1.39,0.61,-4.04,-4.04,-31.62,48318961.55,65.12,0.62,0.0,0.0,0.0,0.0,63.2,0.0,3
PRSV11,Lajes Corporativas,140.1,11.0,1.62,0.42,1.53,2.91,5.95,0.51,0.48,0.5,4.46,5.3,5.74,-11.25,47509273.51,243.64,0.58,0.0,0.0,0.0,0.0,40.9,0.0,2
FAMB11B,Lajes Corporativas,947.33,1315.0,9.16,0.56,2.17,4.78,10.43,0.72,0.8,0.87,8.82,-47.8,-47.51,-47.8,317894808.56,333.35,0.31,0.0,0.0,0.0,0.0,100.0,0.0,1
FMOF11,Lajes Corporativas,57.01,2.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62366731.9,122.77,0.46,0.0,0.0,0.0,0.0,52.08,0.0,1
HGRS11,Residencial,10.03,9639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.05,50319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.03,78020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.04,89910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.04,109262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.03,85924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.08,121381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.0,175712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
HGRS11,Residencial,10.14,160602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151997914.38,101.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
KNRE11,Residencial,0.93,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21539531.71,1.16,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0
RBDS11,Residencial,2.76,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2594371.61,20.51,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0
WTSP11B,Híbrido,43.49,1.0,0.32,0.76,2.57,4.67,6.85,0.86,0.78,0.57,0.76,0.0,0.76,0.76,82363484.34,82.98,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0
OULG11,Outros,43.7,2572.0,0.17,0.38,1.14,3.4,8.03,0.38,0.57,0.67,1.5,3.09,3.48,-3.91,181728876.23,73.24,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2
VXXV11,Outros,942.0,32308.0,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236923610.69,896.76,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0
BICE11,Títulos e Val. Mob.,950.0,26.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20801358.88,987.2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0
HRDF11,Híbrido,1.04,1965.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562301.98,1.13,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0
CJCT11,Lajes Corporativas,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245610921.27,85.58,0.82,0.0,0.0,0.0,0.0,59.0,0.0,1
LFTT11,Residencial,82.0,316.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35076443.31,47.37,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0
CTXT11,Lajes Corporativas,12.17,54.0,0.09,0.39,0.78,1.36,5.53,0.26,0.23,0.46,1.36,-2.58,-2.2,-39.31,114700976.77,39.51,0.31,0.0,0.0,0.0,0.0,97.0,0.0,1
SRVD11,Títulos e Val. Mob.,7.01,16.0,0.1,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,71523940.84,0.74,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0
RBIR11,Residencial,64.9,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146580170.57,95.89,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0
CARE11,Híbrido,3.12,3969.0,0.0,0.23,0.66,1.36,1.6,0.22,0.23,0.13,1.36,-2.63,-2.41,5.65,291927750.9,8.16,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0
RBGS11,Shoppings,90.17,1390.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,89.98,1509.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.1,1593.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.18,768.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.15,618.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.17,556.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.19,1658.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,0.99,0.18,0.0,0.18,1.17,13.0,0.0,1
RBGS11,Shoppings,90.44,1313.0,0.18,0.62,1.59,2.73,5.12,0.53,0.46,0.43,5.12,-1.9,-1.29,-28.71,97865283.71,90.78,1.0,0.18,0.0,0.18,1.17,13.0,0.0,1
IBFF11,Títulos e Val. Mob.,3.08,2400.0,0.3,0.44,2.01,4.58,9.52,0.67,0.76,0.79,5.42,7.5,7.98,19.59,9855905.16,14.78,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0
IBFF11,Títulos e Val. Mob.,3.08,1300.0,0.3,0.44,2.01,4.58,9.52,0.67,0.76,0.79,5.42,7.5,7.98,19.59,9855905.16,14.78,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,96.0,11.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.99,2645.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.48,6092.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.1,5394.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.42,2129.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.44,2060.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.38,2455.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.41,3382.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
YUFI11B,Residencial,95.6,4351.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41676929.76,105.47,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.21,312.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.38,27987.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.51,14665.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.53,17830.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.51,13839.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.54,16131.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.5,13368.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.31,21429.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
CORM11,Híbrido,99.42,20270.0,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,90416237.6,88.88,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,89.1,177.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,89.2,4779.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,88.55,2738.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,89.31,2315.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,88.83,6123.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,88.66,2350.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,88.3,9724.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ERCR11,Híbrido,88.24,3488.0,783.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164681982.75,69310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,3.9,1100.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,3.99,5400.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,4.13,900.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,4.11,2600.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,4.23,10700.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,3.85,13300.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0
QIRI11,Títulos e Val. Mob.,4.1,9700.0,0.66,0.86,2.85,5.44,9.6,0.95,0.91,0.8,7.0,6.81,7.72,-8.39,13441852.95,89.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
AFOF11,Títulos e Val. Mob.,91.6,768.0,1.08,1.18,3.57,7.22,13.48,1.19,1.2,1.12,10.43,0.0,1.18,12.9,68114246.62,98.55,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0
MALL11,Shoppings,105.75,9656.0,0.78,0.71,2.15,4.32,8.64,0.72,0.72,0.72,7.22,2.18,2.9,22.65,802686674.37,106.17,1.0,0.73,-1.69,-0.97,1.61,4.0,0.0,8
PVBI11,Lajes Corporativas,90.82,21037.0,0.57,0.59,1.77,3.56,7.32,0.59,0.59,0.61,4.81,0.0,0.59,17.07,994573877.89,99.07,0.92,0.58,0.01,0.58,2.85,0.1,0.0,4
